	review	emotion
1504	Just spent more than 45 minutes looking at the Aud	worry
1505	Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*	worry
1506	@adamjackson Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.)	worry
1507	9100 tweets....just living the rockstar life one tweet at a time.	happiness
1508	@AmazingPhil tweet us a story  X	neutral
1509	cleaning my room	neutral
1510	is texting	neutral
1511	@whatthelillyyo we just missd each otha again! I was at disney all day YESTERday!	neutral
1512	@Brokenromantic haha malamang as one of my chef.	happiness
1513	Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...	worry
1514	@juiceegapeach it's called dirt, go take a shower! jk	neutral
1515	@dulcedementia   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe	worry
1516	@wendilynnmakeup Good Morning! It's been a while since I've &quot;talked&quot; to you   - Keep up the awesome tweets.	neutral
1517	@shebunny yes I am, do you want to meet?	neutral
1518	@awaisnaseer followed your bro @Junni_Vet	neutral
1519	I cant give @jertronic any bday nudges.	neutral
1520	i need new running shoes!! my feet are completely torn up	sadness
1521	Mom, where ever you are; Happy Mothers day	love
1522	@chopperdave12 i think im just going to wind up going Home and go to bed	sadness
1523	On my way to CP.. Got some work there.	neutral
1524	@sargedunn1 oh, I am sorry my friend. Katie &amp; I will do our best to keep you cheery	sadness
1525	at tokyo table	neutral
1526	I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3	worry
1527	@themanwhofell compliment taken. Thanks. Key is to be yourself	happiness
1528	Feeling awful, new medication is making me nauseous	worry
1529	Ready to chill on the couch and watch a movie	worry
1530	@nathanblevins  Maybe next time. Can't be away this weekend as much as I'd like to jump in the car and go. ::pout::	sadness
1531	@ciaoamalfi Its great when locals stop you to ask for directions, and even better when you know the answer	happiness
1532	rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.	neutral
1533	@Maestro so I wanted to DM you back but I couldn't cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...	sadness
1534	@liz920 I would notice...	neutral
1535	@irishjonasfan lol now your making me feel bad for not coming on  lol	sadness
1536	@ismh i don't have anything being fwd through to mobileme and the last week i've gotten at least 4 -5 spam messages a day	neutral
1537	I can't go out when my heart is home sick  even if it is my bday, family health comes 1st	worry
1538	GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...	sadness
1539	@KimmiMcFly Ah lol okay. Thanks	worry
1540	good day	happiness
1541	@faceofboe you need to play something from Mary Poppins at them, everyone knows that's how rooms get tidy	worry
1542	@LULuwanderlust whatever don't make me feel bad!  ill bring you a surprise	worry
1543	@WillKnott	neutral
1544	@brypie thanks x x it went really well. I'm tired now though  hope you spoiled your mum-in-law	love
1545	painting!	neutral
1546	doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday	worry
1547	I love my big brother very much.	love
1548	My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.	worry
1549	@mooddisorders what are you? flavor of the day?	worry
1550	@BroncMurphy  I agree people should be able to cohabitate with whomever they choose	worry
1551	Dang it! It seems that every time I blip a song, it's unavailable.	happiness
1552	You know you're up too late when the TCU nightly scan starts! Oh well, I graduated today	happiness
1553	Game 6...who wants it...u already know who the league wants	neutral
1554	@Danisidhe Wow - that's one deep sleep!  Wish I could sleep like that -one little noise and I'm awake	worry
1555	is so glad the weekend is here. Only one more week left of school with my kids.	love
1556	@theclairemarie I can't, I'm studying so I don't fail  Come over, I'll make u some tortellini or chicken or a chicken salad.	sadness
1557	Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol	happiness
1558	working on mothers day slideshow, cake, card, and balloons  she deserves the best!	love
1559	@nirajgoa Oh! Don't you just love these Vodafone series of Ads ... The best picturisation ever	love
1560	i love my mommy	love
1561	Here's a link to Gregg's performace, its amazing  http://bit.ly/GsWrk	neutral
1562	*flop* back after going out to bag #geocache GC1QR2R nice hide.	worry
1563	@Miss_Rain oh what the hell  way to tell me.	sadness
1564	@parboo LOL - Birmingham was my 1st love... but it's time to move on! ;) Good Morning	sadness
1565	might have to go back much earlier than expected. bye bye bay area	sadness
1566	well going to sleep peoples!! night all twitterers!! loves ya!  *Welcome Home*	love
1567	always makes bad decisions	worry
1568	oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz	sadness
1569	@RaptorsForum Sigh... you know I am...	sadness
1570	@aiderushton ill be over in an oir	neutral
1571	Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg	worry
1572	@jaidenkhat sadface	sadness
1573	is sitting at home wishing that i didnt have to work today. ask for it off and still have to work	sadness
1574	My trip to Igbaras will be postponed to next week	neutral
1575	@strandell that was several days ago! it was great though	happiness
1576	MOTHER'S DAY LUNCH	neutral
1577	is up and ready	sadness
1578	@kirstiealley funny u havent showed me any love yet at all	love
1579	@moriagerard I haven't had one for a long time. Too expensive	neutral
1580	@andykemp one of our governors is one of the directors of the company	neutral
1581	ready to go to Milan  see ya'll this evening..	happiness
1582	@kennethruelan well, maybe you can always head for CNT. be sure to save some for me!	neutral
1583	@FunkeyGurlNo1 I'm going to work.... bummer	worry
1584	With alex	sadness
1585	On my way to school!	neutral
1586	@AmazingPhil yeah haha, may the 4th be with you	love
1587	washed eye out but got water up my sleeve	neutral
1588	can't go to sleeeeeep  whyyyyy	worry
1589	May the 4th be with you    Happy Star Wars Day !!!	happiness
1590	@tonnet next time you are around please let me and @sylwiapresley know and we will take you for lunch too	neutral
1591	@hopeless_hearts hey,got your text. cannae hen, family are comin over  i've got nae money to come to livi anyway  xxxx	worry
1592	It's freakin' hot and humid today.	neutral
1593	@lulembo me neither	neutral
1594	http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  xx	love
1595	@Jobishia That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him	neutral
1596	thinking of getting new dvds, csi.  can't wait to get my laptop.	worry
1597	@MelKirk lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..	neutral
1598	@AKAVirtualPA http://twitpic.com/4bckp - that should answer part of your question	neutral
1599	@sheila_libere ...Moving all done, no internet until Monday   at an cafe, like the new place, and work is fine. everything else, so so.	sadness
1600	I love Stereosound HQ headphones	neutral
1601	@ShomariW LOL. PR is AMERICA!!! LMAO!!! He dont like me... theres nothing I can do!	worry
1602	@Sij8 2002 - the TSX is nice just cuz it's a new car- handles nice but doesn't have the horses of the TL-S	worry
1603	I am using an on-screen keyboard	neutral
1604	Drinking bud light lime	neutral
1605	The exception for a short dude: Larenz fineass Tate yum	neutral
1606	@bhans  Bring me food before you go please.	neutral
1607	@gabbyflyyy im so jealous! I want to go to ny	sadness
1608	Working up to my vacation to Thailand. Getting more excited every day	neutral
1609	@chore4n yeah... WE STILL NEEDA HANG OUT! Lol. I's glad you had a super time at the show	worry
1610	@jpoglesby Hope you feel better soon and check out my cool backround on my profile	neutral
1611	mary hates me again  i wana walmart it butno one wants to go	worry
1612	@Krisbellmusic  yeaaa!	happiness
1613	Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad.	sadness
1614	owe i just burnt my hand on the toaster oven	worry
1615	@MichaelHewitt I'm not posh enough to read Tatler	worry
1616	ready for the weekend and sad that I have to be at the office again tomorrow morning	sadness
1617	@erzonline Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile	happiness
1618	i'm about to munch on some more high calorie things!  they keep my brain working	worry
1619	@goebicyu rentaphone  yesy have	neutral
1620	@Silbersurfer TOLD YOU!	neutral
1621	Kimberlee Hatch!!!!!!! I miss you	neutral
1622	has uploaded her runs onto NikePlus.com ...   Run, Row.Row., RUN!!!	neutral
1623	just got home from the sunshine coast	neutral
1624	@SamDescartes  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.	worry
1625	Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself	happiness
1626	@Puddynface2 I just heard from Brendan (DJ) that there isn't a party on the boat this weekend	neutral
1627	ops   that lol wasnt supposed to got to twitter	worry
1628	taking requests for nkkairplay	neutral
1629	Off to work I go	worry
1630	good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!	happiness
1631	I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook.  I am very blond!	neutral
1632	SYTYCD:  I wished they kept the 17 y.o. kid...  he would have been good eye candy on the show, and he was really good...  can't wait...	worry
1633	No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls	anger
1634	Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l	happiness
1635	@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled	sadness
1636	is going to go get some food.	neutral
1637	The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon.	neutral
1638	those secondary school cooking lessons came to good use today. I made shepherd's pie for my mama.	happiness
1639	@HannahSukter anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys	happiness
1640	@LewisForbes that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that	love
1641	@MISSCOKASPLASH yay but you missed naptime	sadness
1642	@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price.	sadness
1643	@souljaboytellem will u say shoutout to NIKKI!!! please   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS)	happiness
